,설치,비계,자재,바닥,이동,거푸집,추락,작업중,안전,발판,사다리,상태,거푸집,설치,계단,손가락,미흡,고정,발판,안전,안전,체결,고리,이동,운전,안전교육,안전벨트,부족,설치,부주의,부주의,가설,공구,계단,본인,인력,운반,미숙,사용,철근,자재,시스템,비계,발판,설치,동바리,이동,운반,외부,정리,골절,발목,왼쪽,통증,시스템,발판,손가락,우측,자재,비계,자의,부주의,불안전,행동,자세,실족,개인,불량,의견,실수,근로자,행동,불안전,부주의,이동,미흡,간의,대차,다림,방법,미흡,신호,체계,전달,위험,요소,주변,운반,고정,정리,목재,부상,좌측,자재,설치,무릎,거푸집,정리,비계,부분,호수,물이,형강,배치,양수기,콘크리트,장비,신호,위치,중량,손가락,엄지손가락,사이,시스템,끼임,부상,자재,우측,비계,타격,흙막이,토류판,가시,굴착,토사,작업중,설치,간이,진흙,상부,추락사고,충돌,설치,굴착기,비계,고리,결속,이동,철골빔,시야,산소,절단,단기,화상,철골빔,호스,용접,용단,연료,치의,단순,과실,자의,협소,구간,계단,가설,바닥,복구,복공,이동,이동식,비계,헛딛임,장위,겨낭줄,횡재,실선,조금,이끼,근로자,자재,정리,우마,비계,적재,정리정돈,상부,이동,원상,의사소통,신호,일치,자간,기사,상호,인조,가시,제때,관계,포트,하층,드롭,패널,얼굴,손등,조정,전달,손위,하부
콘크리트,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027874181802744924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2178768841799829,0.12233304638112372,0.09799372057567918,0.11103573360919455,0.11431377910645543,0.0,0.08725183225013705,0.0,0.06971935480134137,0.04545788245214122,0.0,0.0,0.0,0.0,0.0,0.03006602730967335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05130542629550743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
장비,0.0,0.0,0.0,0.0,0.0,0.0,0.014226233767938582,0.0,0.0,0.0,0.0,0.016193378745217587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014858073353184155,0.02181070606447026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0228115300880043,0.0,0.02641921658387433,0.0,0.0,0.02641295014469261,0.03694780984434789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017913275964684987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029804699410815347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182131552786853,0.09915028114265206,0.0807626408682727,0.08990684170691188,0.08924488379901854,0.08725183225013705,0.0,0.0,0.06324650003700621,0.062375317948153555,0.0,0.0,0.02547246611399097,0.0,0.02437875043707242,0.0,0.0,0.0,0.0,0.017258928160803627,0.0,0.0,0.0,0.0,0.0,0.01752101119485863,0.0,0.0,0.0,0.0,0.051863721820452735,0.04877588998409798,0.016915402429182626,0.026620201442833377,0.0,0.027914530795924236,0.01827212796823633,0.0,0.0,0.018644915810294007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020904524526637713,0.015256294589695315,0.03705743714572192,0.0,0.009644351012959362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014406277534680982,0.028952764779075584,0.0,0.021986175320333992,0.0,0.0,0.0,0.04674813912428337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023278488994530375
신호,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
위치,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026065191081173826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028303647934842736,0.015426167209136863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013426505820566344,0.0,0.0,0.0,0.152593374782916,0.07907267678041305,0.048029200056172575,0.0731461250500665,0.07039693768550445,0.06971935480134137,0.06324650003700621,0.0,0.0,0.04974612324332535,0.0,0.0,0.0,0.0,0.027022803632142784,0.0,0.0,0.017233862724471968,0.0,0.01464808601753377,0.0,0.0,0.0,0.0,0.0,0.011912491483187326,0.0,0.0,0.0,0.0,0.0,0.0,0.013299644825210073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016057789566611406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012015252646939456,0.0,0.0,0.0,0.0,0.0,0.017356731817174936,0.0,0.0,0.0,0.04020942264040778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2620673481262419,0.07248556544130541,0.05671277157785932,0.052316472804513146,0.04217431028483633,0.0426336256410104,0.04286742480913801,0.03642804276329597,0.03734359245518249,0.033983613932619394
중량,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012464835308170283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03207685737017328,0.0,0.0,0.018699375792448975,0.0,0.0,0.0,0.0,0.0,0.0,0.019604496772320516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009790553902718659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02688691836238018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023276149153846265,0.0,0.0,0.014984020733378636,0.015180539103589718,0.0,0.04214588681793333,0.0,0.032687372946109815,0.01963673314445131,0.022890578656969623,0.03385836624715514,0.012536077903255229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01048327205509741,0.0,0.0,0.0,0.14165033564783322,0.052461838512023296,0.07900367985218584,0.06831514540120226,0.06396139991550559,0.04545788245214122,0.062375317948153555,0.0,0.04974612324332535,0.0,0.011672770640928675,0.0,0.025208225184526915,0.0,0.01987905657471801,0.0,0.0,0.0,0.0,0.018544351164681207,0.06336551308479657,0.0,0.0,0.0,0.0,0.011554651005313828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023144744389252524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011029650579393946,0.0,0.0,0.0,0.0,0.0,0.016671285300830934,0.0,0.0,0.11614567086053891,0.08329675876462703,0.09713812951485673,0.07272842942514293,0.0626840518981448,0.05711629845816786,0.04730787872425406,0.0555173825717909,0.037541376694924605,0.037541376694924605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
손가락,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030192362478258402,0.027142197280034752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023310408786163406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014455893827762176,0.0,0.0,0.0,0.0,0.08876306243933751,0.04089616100772411,0.034823177687920814,0.0445084890171987,0.0,0.06377048028257476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02582931417336696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025605718197446618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038517996199937114,0.0,0.0,0.02127380919427316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011672770640928675,0.0,0.16210889229741648,0.1450664867481783,0.1672509847990228,0.12597103398193665,0.12306862332000172,0.0,0.13814615236683955,0.0,0.1116929000723888,0.0,0.0,0.0,0.0,0.0,0.01078816761245046,0.0,0.0,0.0,0.0,0.0,0.0,0.026815893724450597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026505320114548526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11716171688531762,0.013067716085955736,0.0,0.11554688108026659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01963377454856166
엄지손가락,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03842233450122308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16210889229741648,0.0,0.14544855507935098,0.11991948762330508,0.11811658983048794,0.10958215643658409,0.0,0.09964236464635579,0.0,0.1074209949321479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0630332004788849,0.0,0.0,0.06165768278580684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
사이,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023293918627932356,0.0,0.0,0.0,0.0,0.0,0.0,0.029061257685411786,0.0,0.0,0.0,0.0,0.0,0.0,0.021420854583860335,0.022913928193352844,0.0,0.02381330644017731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020454355580934575,0.0,0.0,0.03638483821487806,0.0,0.0,0.0,0.0,0.0,0.0,0.02547246611399097,0.0,0.0,0.025208225184526915,0.1450664867481783,0.14544855507935098,0.0,0.12199968151794233,0.10708646167604217,0.1002889941079446,0.0,0.08743807377091567,0.0,0.09887525422153431,0.0,0.0,0.0,0.0,0.0,0.022233564015280035,0.0,0.0,0.0,0.0,0.0,0.0,0.019140276344421565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05495870181711964,0.0,0.0,0.07202655356643739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
시스템,0.0,0.0,0.0,0.0,0.0,0.0,0.025034970271342844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13875633852963917,0.0,0.0,0.13883426006372923,0.0,0.09063244024702642,0.07575021989200531,0.07202801127812919,0.06762323236021264,0.0,0.18646453200972207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11772736149492333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03560903464896026,0.0,0.0,0.04329102094044473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1672509847990228,0.11991948762330508,0.12199968151794233,0.0,0.10241550754123127,0.10248523455067506,0.0,0.12125991145817622,0.0,0.09517088900022802,0.0,0.0,0.0,0.0,0.0,0.037901712985726775,0.0,0.0,0.0,0.0,0.0,0.0,0.14363558136492194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24112073176625715,0.12140513925881466,0.0,0.23220185454747874,0.048636987818826305,0.0,0.04985177921790126,0.07587299423306329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036009741337720884
끼임,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024811451812874474,0.0,0.0,0.0,0.0,0.0,0.0,0.021671596055080025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018585873346132157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024329302986624713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022107899129783445,0.0,0.0,0.022278658224109005,0.0,0.0,0.0,0.0,0.0,0.0,0.02437875043707242,0.0,0.027022803632142784,0.01987905657471801,0.12597103398193665,0.11811658983048794,0.10708646167604217,0.10241550754123127,0.0,0.05177220687171642,0.0,0.07778446671801113,0.0,0.07726290173927797,0.0,0.0,0.0,0.0,0.0,0.021438577879818635,0.0,0.0,0.0,0.0,0.0,0.0,0.02143110603418584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02006917494851401,0.0,0.0,0.0,0.010707829616596231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072767903105824,0.03172812439208263,0.029798653771436905,0.0636267080750973,0.03278323082022271,0.027590537999475754,0.03140709273156325,0.0,0.023180635220304478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03698054931013818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03897514925330166
부상,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03790145996157761,0.0,0.0,0.03322570883167776,0.04221665415586031,0.0405456775703887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18068509713711117,0.0,0.14695505683031374,0.0,0.0,0.1141121747043373,0.10067083987249165,0.0,0.0,0.12052708500528594,0.0,0.0,0.0,0.0,0.0,0.03006602730967335,0.0,0.0,0.0,0.0,0.12306862332000172,0.10958215643658409,0.1002889941079446,0.10248523455067506,0.05177220687171642,0.0,0.0,0.08629484971134706,0.0,0.08217640320951597,0.0,0.0,0.0,0.0,0.0,0.028691293664412598,0.0,0.0,0.0,0.0,0.0,0.0,0.0916917643261689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11829924835688962,0.09396077710378231,0.0,0.10994679663387506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
자재,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
우측,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015500075084371996,0.0,0.0,0.0,0.0,0.0,0.0,0.01700928724623834,0.0,0.0,0.014202194299880826,0.0,0.1354285909740128,0.06784362107702333,0.05709461691888839,0.05409872834579376,0.0,0.04110728923137278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019678512906892737,0.010656654288449521,0.0,0.02480049368673123,0.0,0.0234744042213249,0.0,0.0,0.017157060839862265,0.018323646452469956,0.0,0.0,0.025082919884410106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017233862724471968,0.0,0.13814615236683955,0.09964236464635579,0.08743807377091567,0.12125991145817622,0.07778446671801113,0.08629484971134706,0.0,0.0,0.0,0.061778856454579825,0.0,0.0,0.0,0.0,0.0,0.014245378726287474,0.0,0.0,0.0,0.0,0.0,0.0,0.013848453737424282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011231134769990525,0.0,0.006554523870513843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08627245013008591,0.023114030169490787,0.0,0.08109761475843438,0.01914036803590503,0.0,0.02250635704346025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14068427268283035,0.03447121270684353,0.0,0.02588636290105396,0.024299249581694955,0.02097152209747315,0.021188968588518528,0.0,0.0,0.0315523982800075
비계,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
