Source,Target,Weight
비계,거푸집,0.024779481122379002
비계,바닥,0.02448379112794958
비계,철거,0.02431400794256256
비계,작업중,0.02420320623031506
비계,발판,0.023515974475334205
비계,자재,0.02287208400400703
비계,추락,0.022283133442055174
비계,이동,0.022204273235853212
비계,정리,0.021996862851374373
거푸집,바닥,0.02428397523302614
거푸집,철거,0.02411419204763912
거푸집,작업중,0.024003390335391624
거푸집,발판,0.023316158580410768
거푸집,자재,0.022672268109083592
거푸집,추락,0.022083317547131734
거푸집,이동,0.022004457340929776
거푸집,정리,0.021797046956450933
바닥,철거,0.0238185020532097
바닥,작업중,0.023707700340962198
바닥,발판,0.023020468585981342
바닥,자재,0.02237657811465417
바닥,추락,0.02178762755270231
바닥,이동,0.02170876734650035
바닥,정리,0.02150135696202151
철거,작업중,0.02353791715557518
철거,발판,0.022850685400594324
철거,자재,0.02220679492926715
철거,추락,0.021617844367315293
철거,이동,0.02153898416111333
철거,정리,0.021331573776634492
작업중,발판,0.022739883688346826
작업중,자재,0.02209599321701965
작업중,추락,0.02150704265506779
작업중,이동,0.02142818244886583
작업중,정리,0.021220772064386988
발판,자재,0.021408761462038794
발판,추락,0.020819810900086937
발판,이동,0.02074095069388498
발판,정리,0.020533540309406136
자재,추락,0.020175920428759764
자재,이동,0.020097060222557802
자재,정리,0.019889649838078963
추락,이동,0.01950810966060594
추락,정리,0.0193006992761271
이동,정리,0.01922183906992514
상태,그라인더,0.03844946141135856
상태,요인,0.03757293179755189
상태,관리,0.03577366491048117
상태,진행,0.03541891805453782
상태,사망,0.03396299191981536
상태,착용,0.03378689187827077
상태,조치,0.03373875567787355
상태,원인,0.03373875567787355
상태,가시,0.033474561389053116
그라인더,요인,0.033172166857994824
그라인더,관리,0.0313728999709241
그라인더,진행,0.031018153114980754
그라인더,사망,0.029562226980258288
그라인더,착용,0.029386126938713703
그라인더,조치,0.029337990738316486
그라인더,원인,0.029337990738316486
그라인더,가시,0.02907379644949605
요인,관리,0.030496370357117438
요인,진행,0.030141623501174088
요인,사망,0.028685697366451622
요인,착용,0.028509597324907036
요인,조치,0.02846146112450982
요인,원인,0.02846146112450982
요인,가시,0.028197266835689384
관리,진행,0.028342356614103364
관리,사망,0.026886430479380906
관리,착용,0.026710330437836313
관리,조치,0.026662194237439096
관리,원인,0.026662194237439096
관리,가시,0.02639799994861866
진행,사망,0.026531683623437552
진행,착용,0.026355583581892963
진행,조치,0.026307447381495746
