,자의,부주의,옹벽,바닥,절단,인지,단순,용기,작업중,신호,근로자,불안전,행동,부주의,이동,부족,경계,자재,공유,정보,호수,신호,장비,배치,충돌,덤프트럭,운전,위치,지대,전달,이동,자재,보행,균형,구간,사면,낙상,인지,증가,장애물,질병,원인,복용,지병,개인,추정,증상,고혈압,정맥,심정지,부주의,주위,수사,램프,모름,자상,사인,마기,광역,암표,나무,벌목,수목,가지,방향,대피,소나무,가격,크레인,아웃,장비,토사,설치,안전,미흡,운전,굴착기,이동,적재,상태,본인,부주의,집중,미숙,당사자,혼자,마무리,암석,잘못,노면,손가락,끼임,강재,사이,손잡이,과정,파일,사보,포스트,왼손,골절,부상,왼쪽,발목,오른쪽,우측,절단,바닥,근로자,부위,개인,자의,부주의,부족,실수,대한,낙상,하치,의욕,인동,불안전,행동,자세,자의,산마루,무의식,케이싱,취급,자간,중량
근로자,0.0,0.18438746679264773,0.07511918078653942,0.03088546154997606,0.03126979324823714,0.0,0.0,0.0,0.0,0.0,0.0,0.21165002809743408,0.20679675907676842,0.18438746679264773,0.18381493774937824,0.18344148941735755,0.11877619259535205,0.1720126132633722,0.17058917169992782,0.17058917169992782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18381493774937824,0.1720126132633722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18438746679264773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09195737971794446,0.0723703780665924,0.0,0.0,0.18381493774937824,0.0,0.11529504172298081,0.0,0.18438746679264773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06501981504587608,0.041452262401305465,0.0412058136819983,0.03984898405218995,0.03682247812301606,0.034985461111753824,0.03126979324823714,0.03088546154997606,0.0,0.030641407977985875,0.0,0.0,0.18438746679264773,0.18344148941735755,0.0,0.0,0.0,0.0,0.0,0.0,0.21165002809743408,0.20679675907676842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
불안전,0.04644233315663583,0.08716210558695306,0.0,0.0,0.059275853495126145,0.039529458874585144,0.0,0.0,0.0,0.04275325216841569,0.21165002809743408,0.0,0.10956770414437086,0.08716210558695306,0.08658957654368356,0.08621612821166288,0.07558727006518903,0.07478725205767751,0.07472385372478434,0.07472385372478434,0.0,0.04275325216841569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08658957654368356,0.07478725205767751,0.0,0.0,0.06133941933022907,0.0,0.0,0.039529458874585144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08716210558695306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08658957654368356,0.0,0.0,0.0,0.08716210558695306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059275853495126145,0.0,0.21165002809743408,0.0,0.0,0.04644233315663583,0.08716210558695306,0.08621612821166288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10956770414437086,0.21041314231972855,0.04644233315663583,0.13794079584786512,0.1294224786710121,0.12254950901985653,0.1083889230005632,0.10854196735732698,0.10721310367582655
행동,0.043735789344727584,0.08230883656628743,0.0,0.0,0.055477721417622486,0.0369812508626915,0.0,0.0,0.0,0.039851452121561146,0.20679675907676842,0.10956770414437086,0.0,0.08230883656628743,0.08173630752301793,0.08136285919099726,0.07073400104452339,0.06993398303701187,0.0698705847041187,0.0698705847041187,0.0,0.039851452121561146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08173630752301793,0.06993398303701187,0.0,0.0,0.05806335598690567,0.0,0.0,0.0369812508626915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08230883656628743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08173630752301793,0.0,0.0,0.0,0.08230883656628743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055477721417622486,0.0,0.20679675907676842,0.0,0.0,0.043735789344727584,0.08230883656628743,0.08136285919099726,0.0,0.0,0.0,0.0,0.0,0.0,0.10956770414437086,0.0,0.2057996382277501,0.043735789344727584,0.13332307829518666,0.12479118611916572,0.11800712875274534,0.10369414576888995,0.10393578589425316,0.1024289599129631
부주의,0.2594107326393016,0.0,0.045270730317168696,0.03157854192454766,0.040023036116203,0.024372071542603364,0.03871306981623995,0.03871306981623995,0.03863565051268367,0.03817414932634096,0.18438746679264773,0.08716210558695306,0.08230883656628743,0.0,0.05932701523889723,0.2171175100343083,0.04832470876040269,0.047524690752891174,0.047461292419998,0.047461292419998,0.0,0.03817414932634096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05932701523889723,0.047524690752891174,0.0,0.0,0.0,0.0,0.18856859429196565,0.024372071542603364,0.0,0.0,0.0,0.0,0.0,0.0,0.2951602383772879,0.0,0.0,0.0,0.0,0.0,0.0,0.1345514483087636,0.0989564472399089,0.0989564472399089,0.0989564472399089,0.0989564472399089,0.0989564472399089,0.0989564472399089,0.0989564472399089,0.0989564472399089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05932701523889723,0.0,0.0,0.3955670907120231,0.0,0.2735016714521707,0.24318136545432645,0.23959763957129082,0.22911578820091788,0.22911578820091788,0.22299272873786188,0.22299272873786188,0.2186542334253228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040023036116203,0.03157854192454766,0.18438746679264773,0.0,0.2951602383772879,0.2594107326393016,0.0,0.2171175100343083,0.19980068921862904,0.19151393056632365,0.18856859429196565,0.17487781239260375,0.17487781239260375,0.17487781239260375,0.08716210558695306,0.08230883656628743,0.0,0.2594107326393016,0.0,0.0,0.0,0.0,0.0,0.0
이동,0.0,0.05932701523889723,0.024300294065461435,0.0,0.0,0.019132420081280403,0.0,0.0,0.018853754979873967,0.0,0.18381493774937824,0.08658957654368356,0.08173630752301793,0.05932701523889723,0.0,0.058381037863607044,0.04032896725511292,0.04558458592605127,0.046888763376728496,0.046888763376728496,0.0,0.0,0.0276562024098825,0.0,0.0,0.0,0.02415259797970496,0.0,0.0,0.0,0.0,0.04558458592605127,0.06609738298812026,0.06309175013762468,0.04604545572746047,0.05262920382645398,0.12904554414791206,0.019132420081280403,0.05168254953650242,0.04804453217440361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05932701523889723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0276562024098825,0.02833622513412339,0.030058757481389253,0.019833654185497988,0.02460589805327288,0.02415259797970496,0.02365636403905785,0.0,0.022260367529383526,0.02180633549121093,0.0,0.05932701523889723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03680378943987902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18381493774937824,0.0,0.0,0.0,0.05932701523889723,0.058381037863607044,0.0,0.0,0.12904554414791206,0.0,0.0,0.0,0.08658957654368356,0.08173630752301793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
부족,0.03890930580306621,0.2171175100343083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01972573769814705,0.18344148941735755,0.08621612821166288,0.08136285919099726,0.2171175100343083,0.058381037863607044,0.0,0.04737873138511252,0.046578713377601,0.04651531504470782,0.04651531504470782,0.0,0.01972573769814705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058381037863607044,0.046578713377601,0.0,0.0,0.0,0.0,0.049769493352941827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10769700554559695,0.0,0.0,0.0,0.0,0.0,0.2171175100343083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02805508793816214,0.0,0.0,0.058381037863607044,0.0,0.0,0.0,0.2171175100343083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03326435351206031,0.0,0.03870096416608489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037192378221758866,0.0,0.0,0.0,0.0,0.18344148941735755,0.0,0.10769700554559695,0.03890930580306621,0.2171175100343083,0.0,0.10320942320955877,0.09423639893092617,0.049769493352941827,0.07940473912064841,0.07940473912064841,0.07940473912064841,0.08621612821166288,0.08136285919099726,0.0,0.03890930580306621,0.0,0.0,0.0,0.0,0.0,0.0
경계,0.0,0.04832470876040269,0.02647690959451839,0.0,0.0,0.0,0.0,0.0,0.020070757761966845,0.0,0.11877619259535205,0.07558727006518903,0.07073400104452339,0.04832470876040269,0.04032896725511292,0.04737873138511252,0.0,0.027489467043994034,0.023715125301630117,0.023715125301630117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04032896725511292,0.027489467043994034,0.03871435476507124,0.03619742766605592,0.029024483543684382,0.031630938155180664,0.0,0.0,0.028557632215709006,0.029116326647420376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04832470876040269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018332903670331892,0.02208920297089265,0.020117214074698454,0.0,0.0,0.0,0.04032896725511292,0.014885412396223234,0.02120766136967708,0.0,0.04832470876040269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025268693688294545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11877619259535205,0.0,0.0,0.0,0.04832470876040269,0.04737873138511252,0.0,0.0,0.0,0.0,0.0,0.0,0.07558727006518903,0.07073400104452339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
자재,0.0,0.047524690752891174,0.0,0.0,0.0,0.015737556001138266,0.0,0.0,0.0,0.0,0.1720126132633722,0.07478725205767751,0.06993398303701187,0.047524690752891174,0.04558458592605127,0.046578713377601,0.027489467043994034,0.0,0.035086438890722445,0.035086438890722445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04558458592605127,0.0,0.05562303159449863,0.05262108551613208,0.03650587230357584,0.040916130306055204,0.02403552674368336,0.015737556001138266,0.04120092960720677,0.03775409024975704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047524690752891174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019237103025632706,0.01955652067411312,0.0,0.0,0.0,0.0,0.04558458592605127,0.014273599035192598,0.012302337855643176,0.0,0.047524690752891174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02826098851328393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1720126132633722,0.0,0.0,0.0,0.047524690752891174,0.046578713377601,0.0,0.0,0.02403552674368336,0.0,0.0,0.0,0.07478725205767751,0.06993398303701187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
공유,0.0,0.047461292419998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17058917169992782,0.07472385372478434,0.0698705847041187,0.047461292419998,0.046888763376728496,0.04651531504470782,0.023715125301630117,0.035086438890722445,0.0,0.03502304055782927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046888763376728496,0.035086438890722445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047461292419998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01516925286752384,0.0,0.0,0.0,0.046888763376728496,0.0,0.018386123008431975,0.0,0.047461292419998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17058917169992782,0.0,0.0,0.0,0.047461292419998,0.04651531504470782,0.0,0.0,0.0,0.0,0.0,0.0,0.07472385372478434,0.0698705847041187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
정보,0.0,0.047461292419998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17058917169992782,0.07472385372478434,0.0698705847041187,0.047461292419998,0.046888763376728496,0.04651531504470782,0.023715125301630117,0.035086438890722445,0.03502304055782927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046888763376728496,0.035086438890722445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047461292419998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01516925286752384,0.0,0.0,0.0,0.046888763376728496,0.0,0.018386123008431975,0.0,0.047461292419998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17058917169992782,0.0,0.0,0.0,0.047461292419998,0.04651531504470782,0.0,0.0,0.0,0.0,0.0,0.0,0.07472385372478434,0.0698705847041187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
호수,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09719015266525934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09719015266525934,0.14784862927701817,0.1644724707882644,0.16440281956125521,0.155561617753465,0.1384744098293458,0.13638705972638407,0.15564205684445095,0.15564205684445095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14784862927701817,0.0,0.0,0.06313284458568409,0.07505188485277735,0.1384744098293458,0.08023549060667996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
신호,0.02652822103320503,0.03817414932634096,0.03735912982448025,0.033390176146716494,0.019743898868034817,0.02200020961360117,0.030801469323551506,0.030801469323551506,0.030724050019995217,0.0,0.0,0.04275325216841569,0.039851452121561146,0.03817414932634096,0.0,0.01972573769814705,0.0,0.0,0.0,0.0,0.09719015266525934,0.0,0.03442358133973196,0.03129132056451048,0.02994347328881318,0.026585220610153313,0.025409459492965438,0.024269040645431502,0.022636569340566876,0.022636569340566876,0.0,0.0,0.0,0.0,0.024102819852599006,0.0,0.0,0.02200020961360117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03817414932634096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03442358133973196,0.0,0.0,0.015623830318762863,0.02036415441984879,0.025409459492965438,0.013759733672935837,0.0,0.0,0.011437454809410951,0.0,0.03817414932634096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02344229390963941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019743898868034817,0.033390176146716494,0.0,0.0,0.0,0.02652822103320503,0.03817414932634096,0.01972573769814705,0.0,0.0,0.0,0.0,0.0,0.0,0.04275325216841569,0.039851452121561146,0.09964608663943429,0.02652822103320503,0.05616722226189745,0.051254880803207566,0.04830386977554142,0.04856885302270226,0.045386571877019236,0.04786862257531621
장비,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03442358133973196,0.0,0.0,0.0,0.0,0.0276562024098825,0.0,0.0,0.0,0.0,0.0,0.14784862927701817,0.03442358133973196,0.0,0.06233043580092101,0.06169780539224002,0.057853992858680904,0.05649289506909538,0.05181447254712196,0.04962605612386098,0.04962605612386098,0.0276562024098825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02866392379447272,0.0,0.0,0.026297753684388046,0.029904666118693947,0.03782296447807395,0.036096480911208685,0.05649289506909538,0.04089010159660269,0.0276562024098825,0.031167873717984133,0.032998957719959345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03221596766407,0.0,0.0,0.038767538960037005,0.0,0.0,0.028158697024318658,0.0,0.0,0.0,0.0,0.0,0.03337275515318001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
배치,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03129132056451048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1644724707882644,0.03129132056451048,0.06233043580092101,0.0,0.060980947325959434,0.05397877819487707,0.049285270904614875,0.047787463775689876,0.05070658357334812,0.05070658357334812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06233043580092101,0.0,0.0,0.022318975443573523,0.024307201801260208,0.049285270904614875,0.027340190313794813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029269924695680943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
충돌,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02994347328881318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16440281956125521,0.02994347328881318,0.06169780539224002,0.060980947325959434,0.0,0.054555480630904686,0.050870518275329665,0.045912729038283986,0.05039485625541848,0.05039485625541848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06169780539224002,0.0,0.0,0.021977236484047712,0.023927991384794282,0.050870518275329665,0.028219165921728042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023199158326601486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024038055170025604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
덤프트럭,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026585220610153313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155561617753465,0.026585220610153313,0.057853992858680904,0.05397877819487707,0.054555480630904686,0.0,0.04349655748614467,0.03960508114621195,0.04349951504177013,0.04349951504177013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057853992858680904,0.0,0.0,0.022198339936937102,0.023189727446304854,0.04349655748614467,0.0221860835950888,0.0,0.0,0.01687731638814196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01999043696445287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
운전,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017880119334572644,0.025409459492965438,0.0,0.0,0.0,0.0,0.02415259797970496,0.0,0.0,0.0,0.0,0.0,0.1384744098293458,0.025409459492965438,0.05649289506909538,0.049285270904614875,0.050870518275329665,0.04349655748614467,0.0,0.039838616864055716,0.03831499948050578,0.03831499948050578,0.02415259797970496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05649289506909538,0.018725976665133866,0.026401061688516407,0.026452343969800576,0.02423705063040678,0.0,0.02937635808982462,0.02415259797970496,0.01887696766684294,0.018888561727812305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020395485262260354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
위치,0.0,0.0,0.0,0.0,0.0,0.01608104042679238,0.0,0.0,0.015885194467705175,0.024269040645431502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13638705972638407,0.024269040645431502,0.05181447254712196,0.047787463775689876,0.045912729038283986,0.03960508114621195,0.039838616864055716,0.0,0.03579206164603422,0.03579206164603422,0.0,0.0,0.0,0.0,0.0,0.02061162311771998,0.0,0.01608104042679238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02562397301748863,0.0,0.05181447254712196,0.019476312699292824,0.015578149296645045,0.02404743939529147,0.021945402211406447,0.039838616864055716,0.02384665831543665,0.0,0.017153540848577134,0.01803108236509164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02011256429159596,0.022180827457623085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017170921014663082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
지대,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022636569340566876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15564205684445095,0.022636569340566876,0.04962605612386098,0.05070658357334812,0.05039485625541848,0.04349951504177013,0.03831499948050578,0.03579206164603422,0.0,0.03991168884796848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04962605612386098,0.0,0.0,0.014456581694174964,0.016737219003918405,0.03831499948050578,0.017417641294880663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
전달,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022636569340566876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15564205684445095,0.022636569340566876,0.04962605612386098,0.05070658357334812,0.05039485625541848,0.04349951504177013,0.03831499948050578,0.03579206164603422,0.03991168884796848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04962605612386098,0.0,0.0,0.014456581694174964,0.016737219003918405,0.03831499948050578,0.017417641294880663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
