Source,Target,Weight
자의,부주의,0.04732050081756945
자의,옹벽,0.04650548131570874
자의,바닥,0.042536527637944986
자의,절단,0.04125778711474304
자의,인지,0.04096749439990582
자의,단순,0.039947820814779995
자의,용기,0.039947820814779995
자의,작업중,0.03987040151122371
자의,신호,0.03940890032488101
부주의,옹벽,0.045270730317168696
부주의,바닥,0.041301776639404944
부주의,절단,0.040023036116203
부주의,인지,0.039732743401365775
부주의,단순,0.03871306981623995
부주의,용기,0.03871306981623995
부주의,작업중,0.03863565051268367
부주의,신호,0.03817414932634096
옹벽,바닥,0.04048675713754423
옹벽,절단,0.039208016614342284
옹벽,인지,0.03891772389950506
옹벽,단순,0.03789805031437924
옹벽,용기,0.03789805031437924
옹벽,작업중,0.037820631010822954
옹벽,신호,0.03735912982448025
바닥,절단,0.03523906293657853
바닥,인지,0.03494877022174131
바닥,단순,0.03392909663661549
바닥,용기,0.03392909663661549
바닥,작업중,0.0338516773330592
바닥,신호,0.033390176146716494
절단,인지,0.03367002969853936
절단,단순,0.03265035611341354
절단,용기,0.03265035611341354
절단,작업중,0.032572936809857254
절단,신호,0.03211143562351455
인지,단순,0.03236006339857632
인지,용기,0.03236006339857632
인지,작업중,0.03228264409502003
인지,신호,0.031821142908677325
단순,용기,0.0313403898134505
단순,작업중,0.03126297050989421
단순,신호,0.030801469323551506
용기,작업중,0.03126297050989421
용기,신호,0.030801469323551506
작업중,신호,0.030724050019995217
근로자,불안전,0.21165002809743408
근로자,행동,0.20679675907676842
근로자,부주의,0.18438746679264773
근로자,이동,0.18381493774937824
근로자,부족,0.18344148941735755
근로자,경계,0.1728126312708837
근로자,자재,0.1720126132633722
근로자,공유,0.17194921493047902
근로자,정보,0.17194921493047902
불안전,행동,0.10957139787107376
불안전,부주의,0.08716210558695306
불안전,이동,0.08658957654368356
불안전,부족,0.08621612821166288
불안전,경계,0.07558727006518903
불안전,자재,0.07478725205767751
불안전,공유,0.07472385372478434
불안전,정보,0.07472385372478434
행동,부주의,0.08230883656628743
행동,이동,0.08173630752301793
행동,부족,0.08136285919099726
행동,경계,0.07073400104452339
행동,자재,0.06993398303701187
행동,공유,0.0698705847041187
행동,정보,0.0698705847041187
부주의,이동,0.05932701523889723
부주의,부족,0.05895356690687655
부주의,경계,0.04832470876040269
부주의,자재,0.047524690752891174
부주의,공유,0.047461292419998
부주의,정보,0.047461292419998
이동,부족,0.058381037863607044
이동,경계,0.04775217971713319
이동,자재,0.04695216170962167
이동,공유,0.046888763376728496
이동,정보,0.046888763376728496
부족,경계,0.04737873138511252
부족,자재,0.046578713377601
부족,공유,0.04651531504470782
부족,정보,0.04651531504470782
경계,자재,0.03594985523112714
경계,공유,0.035886456898233964
경계,정보,0.035886456898233964
자재,공유,0.035086438890722445
자재,정보,0.035086438890722445
공유,정보,0.03502304055782927
호수,신호,0.17436425841622652
호수,장비,0.1739221444283367
호수,배치,0.16730954093412811
호수,충돌,0.16691228522924514
호수,덤프트럭,0.1606475192450142
호수,운전,0.15976668468307895
호수,위치,0.15678538789855928
호수,지대,0.15565862415032644
호수,전달,0.15565862415032644
신호,장비,0.07688084339187883
신호,배치,0.07026823989767024
신호,충돌,0.06987098419278726
신호,덤프트럭,0.06360621820855633
신호,운전,0.06272538364662107
신호,위치,0.059744086862101406
신호,지대,0.05861732311386856
신호,전달,0.05861732311386856
장비,배치,0.06982612590978042
장비,충돌,0.06942887020489744
장비,덤프트럭,0.06316410422066651
장비,운전,0.06228326965873125
장비,위치,0.059301972874211586
장비,지대,0.05817520912597874
장비,전달,0.05817520912597874
배치,충돌,0.06281626671068885
배치,덤프트럭,0.05655150072645792
배치,운전,0.05567066616452267
배치,위치,0.052689369380003
배치,지대,0.051562605631770154
배치,전달,0.051562605631770154
충돌,덤프트럭,0.05615424502157493
충돌,운전,0.05527341045963968
충돌,위치,0.05229211367512002
충돌,지대,0.05116534992688716
충돌,전달,0.05116534992688716
덤프트럭,운전,0.04900864447540876
덤프트럭,위치,0.046027347690889085
덤프트럭,지대,0.04490058394265624
덤프트럭,전달,0.04490058394265624
운전,위치,0.04514651312895383
운전,지대,0.04401974938072099
운전,전달,0.04401974938072099
위치,지대,0.04103845259620132
위치,전달,0.04103845259620132
지대,전달,0.039911688847968474
이동,자재,0.1950213371458156
이동,보행,0.14267567063310282
이동,균형,0.13960890886348445
이동,구간,0.13606398733120764
이동,사면,0.1292405676861911
이동,낙상,0.12904554414791206
이동,인지,0.12853883844844732
이동,증가,0.12777669752592602
이동,장애물,0.1260196456800056
자재,보행,0.13361225493813722
자재,균형,0.13054549316851885
자재,구간,0.127000571636242
자재,사면,0.12017715199122549
자재,낙상,0.11998212845294642
자재,인지,0.11947542275348172
자재,증가,0.1187132818309604
자재,장애물,0.11695622998503999
보행,균형,0.07819982665580608
보행,구간,0.07465490512352926
보행,사면,0.06783148547851273
보행,낙상,0.06763646194023368
보행,인지,0.06712975624076895
보행,증가,0.06636761531824764
보행,장애물,0.06461056347232721
균형,구간,0.0715881433539109
균형,사면,0.06476472370889436
균형,낙상,0.06456970017061531
균형,인지,0.06406299447115059
균형,증가,0.06330085354862927
균형,장애물,0.06154380170270886
구간,사면,0.061219802176617544
구간,낙상,0.06102477863833849
구간,인지,0.06051807293887377
구간,증가,0.05975593201635246
구간,장애물,0.05799888017043204
사면,낙상,0.054201358993321944
사면,인지,0.053694653293857225
사면,증가,0.05293251237133592
사면,장애물,0.051175460525415495
낙상,인지,0.053499629755578176
낙상,증가,0.052737488833056866
낙상,장애물,0.050980436987136446
