Id,Label,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,X,Y,Size,Color
로프,로프,16,16,32,3,0.494983,0.532658,27.038419,2,14901.907227,12998.56543,419.148926,"#00af87"
리프트,리프트,15,15,30,3,0.48366,0.522523,16.904708,2,16593.076172,15444.896484,404.25531,"#00af87"
사다리,사다리,11,11,22,3,0.482085,0.512387,2.923109,0,-4697.772461,7.401825,344.680847,"#e28bff"
아웃,아웃,21,21,42,3,0.506849,0.551802,78.468435,0,-13314.331055,-1900.865479,493.617004,"#e28bff"
무릎,무릎,12,12,24,3,0.422857,0.466216,6.242098,0,5016.444336,7690.885254,359.574463,"#e28bff"
충격,충격,14,14,28,3,0.443114,0.488739,27.426632,0,1734.796143,9273.612305,389.361694,"#e28bff"
손목,손목,12,12,24,3,0.422857,0.466216,6.242098,0,5703.654785,9059.09375,359.574463,"#e28bff"
도로,도로,12,12,24,3,0.422857,0.466216,6.242098,0,3433.183594,7266.348145,359.574463,"#e28bff"
크레인,크레인,15,15,30,3,0.488449,0.525901,12.870893,0,-5954.035645,-4375.091309,404.25531,"#e28bff"
벨트,벨트,8,8,16,3,0.458204,0.487613,34.536315,6,12285.071289,-4288.536621,300,"#ff5d85"
계단,계단,22,22,44,3,0.498316,0.548423,116.335904,0,6155.165039,-1012.271484,508.51062,"#e28bff"
건물,건물,14,14,28,3,0.477419,0.515766,2.575186,0,7443.071289,110.259323,389.361694,"#e28bff"
점등,점등,14,14,28,3,0.477419,0.515766,2.575186,0,8337.46582,-1102.981201,389.361694,"#e28bff"
가로,가로,14,14,28,3,0.477419,0.515766,2.575186,0,8429.561523,1142.598511,389.361694,"#e28bff"
벽돌,벽돌,17,17,34,3,0.482085,0.525901,59.734621,6,9846.53418,-2852.883789,434.042542,"#ff5d85"
신년,신년,14,14,28,3,0.477419,0.515766,2.575186,0,9425.201172,-41.199581,389.361694,"#e28bff"
벽면,벽면,15,15,30,3,0.44713,0.494369,85.852994,6,11560.425781,-1168.019287,404.25531,"#ff5d85"
벽체,벽체,27,27,54,3,0.503401,0.563063,241.514828,6,13046.452148,-1916.053955,582.97876,"#ff5d85"
