Source,Target,Type,Id,Label,Weight,Color
자재,안전,Directed,222,,0.356751,"#999999"
자재,발판,Directed,223,,0.368491,"#999999"
자재,손가락,Directed,226,,1.580986,"#999999"
자재,고정,Directed,227,,0.122498,"#999999"
자재,운반,Directed,233,,0.477203,"#999999"
자재,사용,Directed,234,,0.106954,"#999999"
자재,시스템,Directed,235,,0.858926,"#999999"
자재,동바리,Directed,239,,0.151074,"#999999"
자재,외부,Directed,242,,0.120048,"#999999"
자재,정리,Directed,243,,0.686117,"#999999"
자재,골절,Directed,244,,0.531482,"#999999"
자재,발목,Directed,245,,0.125325,"#999999"
자재,왼쪽,Directed,246,,0.207843,"#999999"
자재,통증,Directed,247,,0.190632,"#999999"
자재,우측,Directed,251,,0.184114,"#999999"
자재,근로자,Directed,253,,0.853037,"#999999"
자재,목재,Directed,258,,0.435719,"#999999"
자재,부상,Directed,259,,0.559095,"#999999"
자재,좌측,Directed,260,,0.315735,"#999999"
자재,무릎,Directed,262,,0.094218,"#999999"
자재,부분,Directed,266,,0.066353,"#999999"
자재,위치,Directed,267,,0.072092,"#999999"
자재,중량,Directed,268,,0.066178,"#999999"
자재,엄지손가락,Directed,270,,0.378199,"#999999"
자재,사이,Directed,271,,0.329752,"#999999"
자재,끼임,Directed,273,,0.151555,"#999999"
자재,타격,Directed,277,,0.072812,"#999999"
자재,상부,Directed,280,,0.353525,"#999999"
자재,구간,Directed,284,,0.094446,"#999999"
자재,복구,Directed,286,,0.039018,"#999999"
자재,우마,Directed,291,,0.17828,"#999999"
자재,적재,Directed,293,,0.196177,"#999999"
자재,정리정돈,Directed,294,,0.15419,"#999999"
자재,원상,Directed,297,,0.134926,"#999999"
자재,하부,Directed,298,,0.161764,"#999999"
바닥,설치,Directed,299,,0.183927,"#999999"
바닥,비계,Directed,300,,0.247721,"#999999"
바닥,자재,Directed,301,,0.128784,"#999999"
바닥,이동,Directed,302,,0.206754,"#999999"
바닥,거푸집,Directed,303,,0.069287,"#999999"
바닥,추락,Directed,304,,0.02892,"#999999"
바닥,작업중,Directed,305,,0.041189,"#999999"
바닥,안전,Directed,306,,0.118161,"#999999"
바닥,발판,Directed,307,,0.063584,"#999999"
바닥,사다리,Directed,308,,0.035671,"#999999"
바닥,상태,Directed,309,,0.030774,"#999999"
바닥,계단,Directed,312,,0.203062,"#999999"
바닥,고정,Directed,313,,0.061223,"#999999"
바닥,운전,Directed,318,,0.024483,"#999999"
바닥,부족,Directed,319,,0.027578,"#999999"
바닥,가설,Directed,321,,0.132284,"#999999"
바닥,공구,Directed,322,,0.035099,"#999999"
바닥,운반,Directed,324,,0.1281,"#999999"
바닥,철근,Directed,325,,0.038367,"#999999"
바닥,동바리,Directed,330,,0.026997,"#999999"
바닥,정리,Directed,333,,0.121517,"#999999"
바닥,왼쪽,Directed,334,,0.026165,"#999999"
바닥,우측,Directed,336,,0.044925,"#999999"
바닥,자의,Directed,339,,1.40021,"#999999"
바닥,전달,Directed,341,,0.127299,"#999999"
바닥,좌측,Directed,345,,0.031583,"#999999"
바닥,위치,Directed,351,,0.032116,"#999999"
바닥,타격,Directed,355,,0.022848,"#999999"
바닥,상부,Directed,358,,0.083595,"#999999"
바닥,단순,Directed,362,,1.058366,"#999999"
바닥,과실,Directed,363,,0.962361,"#999999"
바닥,협소,Directed,365,,0.037007,"#999999"
바닥,구간,Directed,366,,0.047999,"#999999"
바닥,복구,Directed,369,,0.03032,"#999999"
바닥,복공,Directed,370,,0.03032,"#999999"
바닥,이동식,Directed,372,,0.120768,"#999999"
바닥,헛딛임,Directed,374,,0.065851,"#999999"
바닥,장위,Directed,375,,0.065851,"#999999"
바닥,겨낭줄,Directed,376,,0.065851,"#999999"
바닥,횡재,Directed,377,,0.065851,"#999999"
바닥,실선,Directed,378,,0.065851,"#999999"
바닥,조금,Directed,379,,0.065851,"#999999"
바닥,이끼,Directed,380,,0.061614,"#999999"
바닥,적재,Directed,384,,0.029823,"#999999"
바닥,하층,Directed,387,,0.072722,"#999999"
바닥,얼굴,Directed,388,,0.039715,"#999999"
바닥,하부,Directed,390,,0.048111,"#999999"
