Id,Label,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,X,Y,Size,Color
폐기물,폐기물,13,13,26,3,0.462687,0.501075,3.453342,2,-583.107788,1118.37146,460,"#23966f"
적재,적재,14,14,28,3,0.471125,0.509677,6.009513,2,-1497.606812,-46.237747,475,"#23966f"
트럭,트럭,13,13,26,3,0.462687,0.501075,3.453342,2,-1863.421997,1863.016968,460,"#23966f"
차량,차량,14,14,28,3,0.464072,0.504301,12.712402,2,-4187.97998,95.383789,475,"#23966f"
야적,야적,12,12,24,3,0.453216,0.491398,1.263196,2,-2862.380371,816.170837,445,"#23966f"
컨테이너,컨테이너,12,12,24,3,0.453216,0.491398,1.263196,2,-2879.846924,-889.654602,445,"#23966f"
운반,운반,31,31,62,3,0.52901,0.584946,347.559978,4,-12870.992188,-9541.408203,730,"#ff7045"
사망,사망,21,21,42,3,0.511551,0.552688,133.043686,4,-17600.701172,8149.759766,580,"#ff7045"
조치,조치,30,30,60,3,0.54386,0.591398,303.920505,3,-7705.083008,23302.269531,715,"#00c7ff"
안전,안전,36,36,72,3,0.508197,0.582796,287.882566,3,6627.861816,16505.634766,805,"#00c7ff"
지붕,지붕,10,10,20,3,0.457227,0.490323,0.415174,3,2230.028809,15466.955078,415,"#00c7ff"
토사,토사,10,10,20,3,0.457227,0.490323,0.415174,3,1915.27832,17093.787109,415,"#00c7ff"
건물,건물,29,29,58,3,0.534483,0.583871,195.905251,3,-61.252342,19782.654297,700,"#00c7ff"
슬레이트,슬레이트,10,10,20,3,0.457227,0.490323,0.415174,3,2975.152588,18100.84375,415,"#00c7ff"
살수,살수,13,13,26,3,0.465465,0.503226,7.175458,3,3063.564209,20125.566406,460,"#00c7ff"
물이,물이,15,15,30,3,0.455882,0.5,6.76704,4,-18388.146484,2982.712402,490,"#ff7045"
호수,호수,13,13,26,3,0.437853,0.480645,0.201681,4,-19380.302734,4755.71875,460,"#ff7045"
잔해,잔해,13,13,26,3,0.437853,0.480645,0.201681,4,-20520.84375,3538.455322,460,"#ff7045"
빗물,빗물,13,13,26,3,0.437853,0.480645,0.201681,4,-22393.625,4107.402832,460,"#ff7045"
잔재,잔재,18,18,36,3,0.464072,0.512903,31.965477,4,-21069.117188,1577.775269,535,"#ff7045"
발기,발기,21,21,42,3,0.472561,0.525806,58.106569,4,-19508.439453,-1044.604004,580,"#ff7045"
물의,물의,15,15,30,3,0.459941,0.503226,9.987478,4,-21668.021484,6032.04248,490,"#ff7045"
안전모,안전모,33,33,66,3,0.541958,0.596774,208.172988,3,-17067.326172,14013.744141,760,"#00c7ff"
가해,가해,16,16,32,3,0.459941,0.505376,8.988775,4,-22147.798828,-17885.632812,505,"#ff7045"
대상,대상,26,26,52,3,0.484375,0.545161,112.801603,4,-24192.695312,-13570.068359,655,"#ff7045"
체인,체인,26,26,52,3,0.503247,0.558065,71.902736,3,-9237.581055,13854.74707,655,"#00c7ff"
블럭,블럭,29,29,58,3,0.52901,0.580645,97.560039,3,-9285.120117,16617.597656,700,"#00c7ff"
