Source,Target,Weight
배관,바닥,0.031220006621077254
배관,설치,0.030734112227045238
배관,비계,0.029165556881157774
배관,자재,0.0279695183840986
배관,이동,0.02760100523556178
배관,안전,0.027103701612066954
배관,발판,0.02645526759969908
배관,상태,0.026113070967536532
배관,운반,0.025998300675077846
바닥,설치,0.0276858870528134
바닥,비계,0.02611733170692593
바닥,자재,0.02492129320986676
바닥,이동,0.024552780061329937
바닥,안전,0.024055476437835115
바닥,발판,0.02340704242546724
바닥,상태,0.023064845793304693
바닥,운반,0.022950075500846004
설치,비계,0.02563143731289392
설치,자재,0.024435398815834744
설치,이동,0.02406688566729793
설치,안전,0.023569582043803102
설치,발판,0.022921148031435225
설치,상태,0.02257895139927268
설치,운반,0.022464181106813995
비계,자재,0.02286684346994728
비계,이동,0.022498330321410458
비계,안전,0.022001026697915635
비계,발판,0.02135259268554776
비계,상태,0.021010396053385214
비계,운반,0.020895625760926524
자재,이동,0.021302291824351286
자재,안전,0.02080498820085646
자재,발판,0.020156554188488586
자재,상태,0.01981435755632604
자재,운반,0.019699587263867353
이동,안전,0.020436475052319644
이동,발판,0.019788041039951767
이동,상태,0.019445844407789223
이동,운반,0.019331074115330533
안전,발판,0.01929073741645694
안전,상태,0.018948540784294397
안전,운반,0.01883377049183571
발판,상태,0.01830010677192652
발판,운반,0.018185336479467833
상태,운반,0.01784313984730529
상태,미흡,0.03438209606168558
상태,그라인더,0.0332420091470092
상태,배관,0.032381860047491634
상태,안전,0.03181695782955753
상태,차량,0.0314908213331105
상태,고정,0.03137448289512492
상태,구간,0.031073050710192562
상태,설치,0.030993235779395695
상태,실시,0.030637440908048652
미흡,그라인더,0.027167588156476005
미흡,배관,0.02630743905695844
미흡,안전,0.025742536839024333
미흡,차량,0.025416400342577306
미흡,고정,0.025300061904591727
미흡,구간,0.024998629719659368
미흡,설치,0.0249188147888625
미흡,실시,0.024563019917515458
그라인더,배관,0.02516735214228205
그라인더,안전,0.024602449924347947
그라인더,차량,0.02427631342790092
그라인더,고정,0.02415997498991534
그라인더,구간,0.023858542804982983
그라인더,설치,0.023778727874186115
그라인더,실시,0.023422933002839073
배관,안전,0.023742300824830382
배관,차량,0.023416164328383355
배관,고정,0.023299825890397776
배관,구간,0.022998393705465418
배관,설치,0.02291857877466855
배관,실시,0.022562783903321507
안전,차량,0.02285126211044925
안전,고정,0.022734923672463672
안전,구간,0.022433491487531314
안전,설치,0.022353676556734446
안전,실시,0.021997881685387403
차량,고정,0.022408787176016645
차량,구간,0.022107354991084287
차량,설치,0.02202754006028742
차량,실시,0.021671745188940376
고정,구간,0.021991016553098708
고정,설치,0.02191120162230184
고정,실시,0.021555406750954798
구간,설치,0.021609769437369482
구간,실시,0.02125397456602244
설치,실시,0.02117415963522557
손가락,장갑,0.08463235450289869
손가락,절단,0.08065088714337523
손가락,왼손,0.07550960489590464
손가락,배관,0.0738761607579269
손가락,끼임,0.07240164471854205
손가락,골절,0.06958003095317261
손가락,검지,0.06823302779933357
손가락,왼쪽,0.06793466751301862
손가락,사이,0.06717744539157196
장갑,절단,0.06036818216692176
장갑,왼손,0.055226899919451164
장갑,배관,0.05359345578147344
장갑,끼임,0.052118939742088574
장갑,골절,0.04929732597671914
장갑,검지,0.0479503228228801
장갑,왼쪽,0.04765196253656516
장갑,사이,0.04689474041511849
절단,왼손,0.05124543255992771
절단,배관,0.049611988421949985
절단,끼임,0.04813747238256512
절단,골절,0.045315858617195684
절단,검지,0.043968855463356646
절단,왼쪽,0.043670495177041704
절단,사이,0.04291327305559504
왼손,배관,0.04447070617447939
왼손,끼임,0.04299619013509453
왼손,골절,0.040174576369725094
왼손,검지,0.03882757321588605
왼손,왼쪽,0.03852921292957111
왼손,사이,0.03777199080812445
배관,끼임,0.0413627459971168
배관,골절,0.03854113223174736
배관,검지,0.037194129077908325
배관,왼쪽,0.03689576879159338
배관,사이,0.036138546670146716
끼임,골절,0.037066616192362505
끼임,검지,0.03571961303852346
끼임,왼쪽,0.03542125275220852
끼임,사이,0.03466403063076186
골절,검지,0.032897999273154024
골절,왼쪽,0.03259963898683908
골절,사이,0.03184241686539242
검지,왼쪽,0.031252635833000045
검지,사이,0.030495413711553378
왼쪽,사이,0.030197053425238436
사다리,안전,0.15346591739296922
사다리,추락,0.1525781617393235
사다리,인조,0.14843768421006528
사다리,이용,0.14800770030450133
사다리,미끄럼,0.14712779187056682
사다리,높이,0.14695133765464663
사다리,발판,0.14431071587059718
사다리,사용,0.1438065456898468
사다리,아웃,0.14345027251246034
안전,추락,0.0557332928715116
안전,인조,0.0515928153422534
안전,이용,0.051162831436689454
안전,미끄럼,0.05028292300275493
안전,높이,0.05010646878683474
안전,발판,0.047465847002785284
안전,사용,0.046961676822034906
안전,아웃,0.046605403644648456
추락,인조,0.05070505968860767
추락,이용,0.05027507578304372
추락,미끄럼,0.049395167349109204
추락,높이,0.049218713133189006
추락,발판,0.04657809134913955
추락,사용,0.04607392116838918
추락,아웃,0.045717647991002724
인조,이용,0.04613459825378552
인조,미끄럼,0.04525468981985099
인조,높이,0.0450782356039308
인조,발판,0.04243761381988135
인조,사용,0.04193344363913097
인조,아웃,0.04157717046174452
이용,미끄럼,0.04482470591428704
이용,높이,0.04464825169836685
이용,발판,0.042007629914317404
이용,사용,0.041503459733567026
이용,아웃,0.041147186556180576
미끄럼,높이,0.043768343264432324
미끄럼,발판,0.04112772148038288
미끄럼,사용,0.04062355129963251
미끄럼,아웃,0.04026727812224605
높이,발판,0.04095126726446269
높이,사용,0.04044709708371231
